ORDER_NUMBER,Inventory History for Allocation.WHSE_CODE,ITEM,Inventory History for Allocation.PRODUCTION_PLANT,Inventory History for Allocation.QC_GRADE,Inventory History for Allocation.SPEC,Average of Inventory History for Allocation.AGE,SHIPPED_DATE
233236-1-1-105,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3025S-3033A-9999A-9999E,17.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,16.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,16.00,2025-06-19 00:00:00
233236-1-1-105,WA007,310726,WA003,101,9999A-9999E,14.06,2025-06-19 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,17.50,2025-06-19 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,19.17,2025-06-19 00:00:00
233239-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,18.65,2025-06-19 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,42.37,2025-06-19 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,41.50,2025-06-19 00:00:00
233241-1-1-102,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,40.50,2025-06-19 00:00:00
233258-1-1-102,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,17.00,2025-06-19 00:00:00
233258-1-1-102,WA007,310726,WA003,101,3002A-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,17.00,2025-06-19 00:00:00
233258-1-1-102,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-19 00:00:00
233322-1-1-102,WA001,310002,WA001,101,3405A-9999A-9999E,14.67,2025-06-19 00:00:00
233322-1-1-102,WA001,310002,WA001,102,9999A,16.32,2025-06-19 00:00:00
233378-1-1-103,WA001,310015,WA001,101,9999A-9999E,14.00,2025-06-19 00:00:00
233378-1-1-103,WA001,310015,WA001,102,9999A,14.00,2025-06-19 00:00:00
233382-1-1-117,WA007,310726,WA002,102,9999A,22.50,2025-06-19 00:00:00
233382-1-1-118,WA007,310726,WA002,102,9999A,22.50,2025-06-19 00:00:00
233390-1-1-102,WA001,310015,WA001,101,9999A-9999E,14.00,2025-06-19 00:00:00
233527-1-1-125,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.73,2025-06-19 00:00:00
233533-1-1-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.00,2025-06-19 00:00:00
233533-1-1-102,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,10.40,2025-06-19 00:00:00
233595-1-1-101,WA002,310726,WA002,101,3015A-9999A-9999E,12.00,2025-06-19 00:00:00
233595-1-1-101,WA002,310726,WA002,101,9999A-9999E,12.00,2025-06-19 00:00:00
233595-1-1-101,WA002,310726,WA002,102,9999A,11.50,2025-06-19 00:00:00
EDI143110,ID012,310018,WA001,102,9999A,56.00,2025-06-19 00:00:00
EDI143110,WA018,310018,WA001,102,9999A,60.30,2025-06-19 00:00:00
232807-1-3-166,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,52.50,2025-06-18 00:00:00
232807-1-3-167,MEX002,310015,ID002,101,3117A-3123A-9999A,103.80,2025-06-18 00:00:00
232807-1-3-167,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,52.50,2025-06-18 00:00:00
233223-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,19.00,2025-06-18 00:00:00
233223-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999E,24.00,2025-06-18 00:00:00
233319-1-1-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.67,2025-06-18 00:00:00
233319-1-1-101,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,27.50,2025-06-18 00:00:00
233319-1-1-101,WA007,310015,ID002,101,3117A-3123A-9999A-9999E,26.50,2025-06-18 00:00:00
233319-1-1-101,ID010,310015,ID002,101,9999A-9999E,23.50,2025-06-18 00:00:00
233322-1-1-102,WA001,310002,WA001,102,9999A,8.65,2025-06-18 00:00:00
233397-1-1-109,WA007,310726,WA002,101,9999A-9999C,106.00,2025-06-18 00:00:00
233397-1-1-109,WA007,310726,WA002,101,9999A-9999C-9999CS,106.00,2025-06-18 00:00:00
233397-1-1-110,WA007,310726,WA002,101,3035A-9999A-9999E,106.00,2025-06-18 00:00:00
233397-1-1-110,WA007,310726,WA002,101,9999A-9999C-9999CS,106.00,2025-06-18 00:00:00
233397-1-1-110,WA007,310726,WA002,101,9999A-9999E,106.00,2025-06-18 00:00:00
EDI142710,ID012,310018,WA001,102,9999A,56.00,2025-06-18 00:00:00
EDI142710,WA018,310018,WA001,102,9999A,44.17,2025-06-18 00:00:00
EDI143000,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,102.29,2025-06-18 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.00,2025-06-17 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,25.00,2025-06-17 00:00:00
232128-1-7-129,WA007,310726,WA003,101,3002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,24.00,2025-06-17 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,24.00,2025-06-17 00:00:00
232128-1-7-130,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,24.00,2025-06-17 00:00:00
232128-1-7-131,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-17 00:00:00
232128-1-7-131,WA007,310726,WA003,101,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-17 00:00:00
232128-1-7-131,WA007,310726,WA003,101,3005WGUM-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.50,2025-06-17 00:00:00
232807-1-2-164,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,53.50,2025-06-17 00:00:00
232807-1-2-164,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,53.17,2025-06-17 00:00:00
232807-1-3-165,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,52.50,2025-06-17 00:00:00
232869-1-5-123,ID010,310086,ID002,101,3139A-3140A-9999A,38.37,2025-06-17 00:00:00
232869-1-5-124,ID010,310086,ID002,101,3139A-3140A-9999A,28.74,2025-06-17 00:00:00
232869-1-5-125,ID010,310086,ID002,101,3139A-3140A-9999A,28.12,2025-06-17 00:00:00
232869-1-5-125,ID010,310086,ID002,101,3140A-9999A,39.00,2025-06-17 00:00:00
233245-1-1-101,ID010,310015,ID002,101,3117A-3117A-3123A-3123A-9999A-9999E-9999A-9999E,24.50,2025-06-17 00:00:00
233245-1-1-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8.00,2025-06-17 00:00:00
233270-1-1-101,WA001,310002,WA001,102,9999A,10.40,2025-06-17 00:00:00
233296-1-2-103,WA007,310726,WA002,101,9999A-9999C-9999E,16.33,2025-06-17 00:00:00
233296-1-2-103,WA007,310726,WA002,101,9999A-9999E,16.00,2025-06-17 00:00:00
233319-1-1-101,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,7.36,2025-06-17 00:00:00
233397-1-1-107,WA007,310726,WA002,101,9999A-9999C,107.00,2025-06-17 00:00:00
233397-1-1-107,WA007,310726,WA002,102,9999A,107.00,2025-06-17 00:00:00
233397-1-1-108,WA007,310726,WA002,101,9999A-9999C,106.80,2025-06-17 00:00:00
233397-1-1-108,WA007,310726,WA002,102,9999A,107.00,2025-06-17 00:00:00
233509-1-1-102,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-17 00:00:00
233509-1-1-102,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,19.00,2025-06-17 00:00:00
233511-1-1-105,ID010,310086,ID002,101,3139A-3140A-9999A,46.58,2025-06-17 00:00:00
EDI143086,WA018,310015,WA002,101,3117A-3123A-9999A-9999E,90.00,2025-06-17 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,19.00,2025-06-16 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,20.00,2025-06-16 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999E,20.08,2025-06-16 00:00:00
232664-1-1-101,WA007,310726,WA002,101,9999A-9999E,20.00,2025-06-16 00:00:00
232807-1-2-162,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,53.17,2025-06-16 00:00:00
232807-1-2-163,MEX002,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,53.50,2025-06-16 00:00:00
232807-1-2-163,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,53.50,2025-06-16 00:00:00
233089-1-3-114,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,35.00,2025-06-16 00:00:00
233089-1-3-114,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,24.00,2025-06-16 00:00:00
233089-1-3-114,TX001,310015,ID002,101,3132A,37.00,2025-06-16 00:00:00
233089-1-3-115,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60.00,2025-06-16 00:00:00
233089-1-3-115,TX001,310015,ID002,101,3132A,62.00,2025-06-16 00:00:00
233223-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,19.00,2025-06-16 00:00:00
233223-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999E,17.00,2025-06-16 00:00:00
233223-1-1-101,WA007,310726,WA002,101,9999A-9999E,17.00,2025-06-16 00:00:00
233296-1-2-103,WA007,310726,WA002,101,3035A-9999A-9999C-9999E,16.00,2025-06-16 00:00:00
233296-1-2-103,WA007,310726,WA002,101,9999A-9999E,16.00,2025-06-16 00:00:00
233509-1-1-101,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,19.00,2025-06-16 00:00:00
232664-1-1-101,WA002,310726,WA002,101,3015A-3035A-9999A-9999E,9.00,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3015A-3035A-9999A-9999E,22.00,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3015A-9999A-9999E,19.00,2025-06-14 00:00:00
232664-1-1-101,WA002,310726,WA002,101,3035A-9999A,9.00,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3035A-9999A,22.00,2025-06-14 00:00:00
232664-1-1-101,WA002,310726,WA002,101,3035A-9999A-9999E,8.00,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999E,21.64,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,9999A-9999C-9999CS-9999E,16.00,2025-06-14 00:00:00
232664-1-1-101,WA007,310726,WA002,101,9999A-9999E,16.00,2025-06-14 00:00:00
233118-1-2-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999CS-9999E,22.00,2025-06-14 00:00:00
233118-1-2-102,WA007,310726,WA002,101,3015A-9999A-9999E,22.00,2025-06-14 00:00:00
233118-1-2-102,WA007,310726,WA002,101,9999A-9999C-9999E,23.45,2025-06-14 00:00:00
233118-1-2-102,WA007,310726,WA002,101,9999A-9999E,23.00,2025-06-14 00:00:00
233118-1-2-102,WA007,310726,WA002,102,9999A,18.00,2025-06-14 00:00:00
233263-1-1-102,WA007,310726,WA003,101,9999A-9999C-9999CS-9999E,22.50,2025-06-14 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3002A-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,20.08,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3002A-3007S-3025S-3035A-9999A-9999C-9999CS-9999E,20.00,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3002A-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,16.00,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3002A-3025S-9999A-9999E,13.40,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3025S-3033A-3035A-9999A-9999C-9999CS-9999E,15.00,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,101,3025S-9999A-9999E,10.00,2025-06-13 00:00:00
232381-1-3-103,WA007,310726,WA003,102,9999A,29.00,2025-06-13 00:00:00
232501-1-6-123,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.50,2025-06-13 00:00:00
232501-1-6-123,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13.00,2025-06-13 00:00:00
232664-1-1-101,WA007,310726,WA002,101,3035A-9999A-9999E,21.00,2025-06-13 00:00:00
232869-1-5-121,ID010,310086,ID002,101,3139A-3140A-9999A,42.35,2025-06-13 00:00:00
232869-1-5-121,ID010,310086,ID002,101,3140A,90.00,2025-06-13 00:00:00
233118-1-2-102,WA002,310726,WA002,101,3015A-9999A-9999C-9999E,9.00,2025-06-13 00:00:00
233118-1-2-102,WA007,310726,WA002,101,3015A-9999A-9999C-9999E,22.00,2025-06-13 00:00:00
233118-1-2-102,WA007,310726,WA002,101,3015A-9999A-9999E,22.00,2025-06-13 00:00:00
233118-1-2-102,WA007,310726,WA002,101,9999A-9999C-9999E,22.00,2025-06-13 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-9999A-9999C-9999E,13.00,2025-06-13 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-9999A-9999E,13.00,2025-06-13 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,14.00,2025-06-13 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,13.33,2025-06-13 00:00:00
233236-1-1-103,WA003,310726,WA003,101,3002A-3007S-3015A-3025S-3033A-3035A-9999A-9999E,8.00,2025-06-13 00:00:00
233236-1-1-103,WA003,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,6.00,2025-06-13 00:00:00
233236-1-1-103,WA003,310726,WA003,101,9999A-9999C-9999CS-9999E,6.00,2025-06-13 00:00:00
233263-1-1-102,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,6.00,2025-06-13 00:00:00
233509-1-1-104,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-105,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-105,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-106,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-106,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-107,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-107,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-107,ID010,310724,ID002,101,3040A-3053A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-108,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,20.67,2025-06-13 00:00:00
233509-1-1-108,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,21.00,2025-06-13 00:00:00
233509-1-1-109,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,20.00,2025-06-13 00:00:00
233509-1-1-110,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,20.00,2025-06-13 00:00:00
233509-1-1-111,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,20.00,2025-06-13 00:00:00
233509-1-1-111,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,20.00,2025-06-13 00:00:00
233509-1-1-112,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,17.00,2025-06-13 00:00:00
233509-1-1-112,ID010,310724,ID002,101,3040A-3043A-3053A-9999A-9999E,17.00,2025-06-13 00:00:00
233509-1-1-113,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,20.00,2025-06-13 00:00:00
233509-1-1-114,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.80,2025-06-13 00:00:00
233509-1-1-115,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233509-1-1-116,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233509-1-1-117,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233509-1-1-118,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233509-1-1-119,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233509-1-1-120,ID010,310724,ID002,101,3040A-3043A-3053A-3055A-9999A-9999E,19.00,2025-06-13 00:00:00
233511-1-1-104,ID010,310086,ID002,101,3139A-3140A-9999A,53.00,2025-06-13 00:00:00
233528-1-1-101,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,60.00,2025-06-13 00:00:00
233528-1-1-101,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60.00,2025-06-13 00:00:00
233528-1-1-102,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,60.00,2025-06-13 00:00:00
233528-1-1-102,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60.00,2025-06-13 00:00:00
233528-1-1-103,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53.86,2025-06-13 00:00:00
233528-1-1-104,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,53.00,2025-06-13 00:00:00
233528-1-1-104,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53.00,2025-06-13 00:00:00
232501-1-6-124,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.50,2025-06-12 00:00:00
232501-1-6-124,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13.00,2025-06-12 00:00:00
232701-1-6-122,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,8.00,2025-06-12 00:00:00
232869-1-5-122,ID010,310086,ID002,101,3139A-3140A-9999A,39.00,2025-06-12 00:00:00
232869-1-5-122,ID010,310086,ID002,101,3140A-9999A,58.00,2025-06-12 00:00:00
233089-1-3-113,TX001,310015,ID002,101,3132A,37.71,2025-06-12 00:00:00
233119-1-2-102,WA001,310002,WA001,102,9999A,7.92,2025-06-12 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,29.00,2025-06-12 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,14.00,2025-06-12 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-9999A-9999E,14.00,2025-06-12 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,14.00,2025-06-12 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,14.00,2025-06-12 00:00:00
233232-1-1-105,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,19.00,2025-06-12 00:00:00
233232-1-1-105,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,22.92,2025-06-12 00:00:00
233232-1-1-105,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,26.00,2025-06-12 00:00:00
233236-1-1-103,WA003,310726,WA003,101,"",8.00,2025-06-12 00:00:00
233236-1-1-103,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999C-9999CS-9999E,6.00,2025-06-12 00:00:00
233236-1-1-103,WA003,310726,WA003,101,3007S-3025S-3035A-9999A-9999C-9999CS-9999E,6.00,2025-06-12 00:00:00
233236-1-1-103,WA003,310726,WA003,101,3025S-9999A-9999C-9999CS-9999E,6.00,2025-06-12 00:00:00
233236-1-1-103,WA003,310726,WA003,102,9999A,8.00,2025-06-12 00:00:00
233364-1-1-102,WA001,310002,WA001,102,9999A,8.57,2025-06-12 00:00:00
233507-1-1-101,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-12 00:00:00
233507-1-1-101,MEX002,310015,ID002,101,3117A-9999A,76.50,2025-06-12 00:00:00
233529-1-2-102,MEX002,310015,ID002,101,3117A-3123A-9999A,86.14,2025-06-12 00:00:00
233529-1-2-102,MEX002,310015,ID002,101,3117A-3123A-9999A-9999A,77.00,2025-06-12 00:00:00
233529-1-2-102,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,84.89,2025-06-12 00:00:00
233529-1-2-102,MEX002,310015,ID002,101,3117A-9999A,93.29,2025-06-12 00:00:00
233534-1-1-101,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59.00,2025-06-12 00:00:00
EDI142455,ID012,310018,WA001,102,9999A,56.00,2025-06-12 00:00:00
EDI142455,WA018,310018,WA001,102,9999A,44.17,2025-06-12 00:00:00
232483-1-4-114,WA001,310774,WA001,102,9999A,23.00,2025-06-11 00:00:00
232501-1-6-121,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.50,2025-06-11 00:00:00
232501-1-6-121,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13.52,2025-06-11 00:00:00
232501-1-6-122,ID002,310015,ID002,101,3117A-3117A-3123A-3123A-9999A-9999E-9999A-9999E,11.50,2025-06-11 00:00:00
232501-1-6-122,ID010,310015,ID002,101,3117A-3117A-3123A-3123A-9999A-9999E-9999A-9999E,13.00,2025-06-11 00:00:00
232501-1-6-122,ID002,310015,ID002,101,3117A-3123A-9999A-9999E,11.50,2025-06-11 00:00:00
232501-1-6-122,ID010,310015,ID002,101,3117A-3123A-9999A-9999E,13.00,2025-06-11 00:00:00
232501-1-6-122,ID002,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,11.50,2025-06-11 00:00:00
232501-1-6-122,ID010,310015,ID002,101,3117A-3123A-9999A-9999E-9999A-9999E,13.00,2025-06-11 00:00:00
232807-1-2-160,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-11 00:00:00
232807-1-2-161,MEX002,310015,ID002,101,3117A-3123A-9999A-9999E,76.50,2025-06-11 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,27.00,2025-06-11 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,26.65,2025-06-11 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,27.00,2025-06-11 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,28.26,2025-06-11 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,15.00,2025-06-11 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,14.36,2025-06-11 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,14.00,2025-06-11 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,14.33,2025-06-11 00:00:00
233232-1-1-104,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,14.67,2025-06-11 00:00:00
233258-1-1-101,WA007,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,11.00,2025-06-11 00:00:00
233258-1-1-103,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,6.00,2025-06-11 00:00:00
233258-1-1-103,WA003,310726,WA003,101,3007S-3025S-9999A-9999E,8.50,2025-06-11 00:00:00
233352-1-1-101,WA001,310002,WA001,102,9999A,14.44,2025-06-11 00:00:00
233364-1-1-102,WA001,310002,WA001,102,9999A,15.00,2025-06-11 00:00:00
233534-1-1-102,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,52.00,2025-06-11 00:00:00
233534-1-1-102,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52.00,2025-06-11 00:00:00
233534-1-1-103,TX001,310015,ID002,101,3117A-3123A-3132A-9999A-9999E,52.00,2025-06-11 00:00:00
233534-1-1-103,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,25.12,2025-06-11 00:00:00
232483-1-4-115,WA001,310774,WA001,102,9999A,33.42,2025-06-10 00:00:00
232935-1-3-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,41.00,2025-06-10 00:00:00
232935-1-3-103,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,41.00,2025-06-10 00:00:00
232935-1-3-103,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999C-9999E,41.00,2025-06-10 00:00:00
232935-1-3-103,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,41.00,2025-06-10 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,27.00,2025-06-10 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3043A-3045A-3053A-3055A-9999A-9999E,26.45,2025-06-10 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-3055A-9999A-9999E,26.00,2025-06-10 00:00:00
233232-1-1-102,WA007,310724,WA002,101,3040A-3045A-3053A-9999A-9999E,26.00,2025-06-10 00:00:00
233236-1-1-103,WA007,310726,WA003,101,3002A-3015A-3025S-3033A-9999A-9999C-9999CS-9999E,27.50,2025-06-10 00:00:00
233236-1-1-103,WA007,310726,WA003,101,3002A-3015A-3025S-3033A-9999A-9999E,27.50,2025-06-10 00:00:00
233236-1-1-103,WA003,310726,WA003,102,9999A,8.00,2025-06-10 00:00:00
233258-1-1-101,WA003,310726,WA003,101,3007S-3025S-3033A-3035A-9999A-9999E,6.97,2025-06-10 00:00:00
233258-1-1-101,WA003,310726,WA003,101,3007S-3025S-9999A-9999E,8.50,2025-06-10 00:00:00
233258-1-1-101,WA003,310726,WA003,101,3025S-9999A-9999E,9.50,2025-06-10 00:00:00
